ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,YIELD,YIELD2,DY_SK,PL_HT,E_HT,ASI,P_ASP,P_HARV,E_HARV,E_ASP,GWT,1000GWT,HUSK,RL,RLPER,SL,SLPER,E_ROT,RUST,BLIGHT,CURV,DIPLODIA,DM,ANTHESIS,STALK_ROT,STREAK,INSECT,MOIST,COBDAMCO,COBDAMRT,DEADHEART,SBDAMAT,BORERDMRAT,GLS,GTEXT,PLST
628,Mid-Alt White Hybrid & Variety Trial,M0807KX,7,MH0703-11,MALI,KITA,,-9.48,13.05,Forest/Transitional,2008,4468,,68.50,158.8,78.8,3.3,1.8,17.0,,1.5,,,1.3,4.8,,0.3,,,,,,,,,,,,10.9,,,,,,,,18.0
629,Mid-Alt White Hybrid & Variety Trial,M0807KX,8,MH0703-12,MALI,KITA,,-9.48,13.05,Forest/Transitional,2008,4830,,69.25,163.8,82.5,2.8,1.3,19.0,,1.3,,,1.3,5.3,,0.0,,,,,,,,,,,,9.9,,,,,,,,19.8
630,Mid-Alt White Hybrid & Variety Trial,M0807KX,9,MH0703-13,MALI,KITA,,-9.48,13.05,Forest/Transitional,2008,4163,,67.75,163.8,80.0,3.3,1.5,18.0,,1.5,,,1.0,5.8,,0.0,,,,,,,,,,,,10.0,,,,,,,,19.3
631,Mid-Alt White Hybrid & Variety Trial,M0807KX,10,MH0703-15,MALI,KITA,,-9.48,13.05,Forest/Transitional,2008,3860,,69.25,173.8,83.8,3.0,2.0,18.3,,1.5,,,1.0,3.0,,0.5,,,,,,,,,,,,9.9,,,,,,,,20.5
632,Mid-Alt White Hybrid & Variety Trial,M0807KX,11,MV0501-7,MALI,KITA,,-9.48,13.05,Forest/Transitional,2008,3895,,69.50,172.5,90.0,3.3,1.0,18.8,,1.0,,,1.3,6.8,,0.3,,,,,,,,,,,,10.0,,,,,,,,19.5
633,Mid-Alt White Hybrid & Variety Trial,M0807KX,12,MV0501-9,MALI,KITA,,-9.48,13.05,Forest/Transitional,2008,4545,,69.25,172.5,82.5,3.3,1.3,18.0,,1.3,,,1.0,3.3,,1.5,,,,,,,,,,,,10.5,,,,,,,,19.5
634,Mid-Alt White Hybrid & Variety Trial,M0807KX,13,8535-23,MALI,KITA,,-9.48,13.05,Forest/Transitional,2008,4528,,69.25,168.8,93.8,3.0,1.3,19.0,,1.3,,,1.3,6.3,,0.3,,,,,,,,,,,,11.1,,,,,,,,19.5
635,Mid-Alt White Hybrid & Variety Trial,M0807KX,14,Check,MALI,KITA,,-9.48,13.05,Forest/Transitional,2008,3818,,67.25,173.8,85.0,2.5,2.0,18.5,,2.0,,,1.3,6.0,,0.8,,,,,,,,,,,,9.6,,,,,,,,18.8
636,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M08016FK,1,TZBR Eld.-3 C4,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,3525,,68.50,157.5,68.8,1.5,2.5,23.0,,2.5,,,2.0,,,,,0.0,,,,,,67.0,,,,20.9,,,,,,,,24.0
637,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M08016FK,2,TZBR Eld.-4-W,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,3458,,67.50,171.5,63.0,2.0,1.8,20.8,,2.5,,,1.0,,,,,,,,,,,65.5,,,,21.6,,,,,,,,22.5
638,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M08016FK,3,TZBR Eld.-4-Y,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,2958,,66.50,155.0,64.5,1.5,2.5,18.0,,2.5,,,1.5,,,,,,,,,,,65.0,,,,20.8,,,,,,,,20.0
639,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M08016FK,4,BR 9922-DMRSR,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,3070,,65.50,168.0,79.3,1.5,2.3,19.3,,2.0,,,1.8,,,,,0.0,,,,,,64.0,,,,25.0,,,,,,,,19.8
640,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M08016FK,5,BR 9928-DMRSR,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,3695,,67.50,168.0,68.5,1.3,2.8,26.0,,2.6,,,2.8,,,,,0.5,,,,,,66.3,,,,20.4,,,,,,,,25.8
641,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M08016FK,6,BR 9943-DMRSR,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,2865,,69.00,162.5,65.0,1.3,2.5,19.5,,2.9,,,2.3,,,,,,,,,,,67.8,,,,20.9,,,,,,,,19.8
642,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M08016FK,7,Ama TZBR-W C2,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,3940,,67.75,172.8,69.0,1.8,2.0,26.8,,2.5,,,1.8,,,,,,,,,,,66.0,,,,20.7,,,,,,,,30.5
643,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M08016FK,8,Ama TZBR-Y,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,3608,,67.00,155.3,61.0,2.0,2.5,24.5,,2.9,,,1.8,,,,,,,,,,,65.0,,,,19.4,,,,,,,,26.0
644,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M08016FK,9,TZBR Comp 1-W,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,4275,,66.50,160.0,60.5,2.0,2.3,31.8,,2.5,,,1.5,,,,,,,,,,,64.5,,,,21.2,,,,,,,,33.0
645,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M08016FK,10,TZBR Comp. 2-W,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,5093,,64.50,164.5,79.0,1.3,1.8,29.0,,1.9,,,1.8,,,,,0.3,,,,,,63.3,,,,20.3,,,,,,,,29.5
646,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M08016FK,11,Check 1,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,4010,,65.00,174.0,78.5,2.0,2.8,30.0,,2.8,,,1.5,,,,,,,,,,,63.0,,,,20.2,,,,,,,,36.8
647,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M08016FK,12,Check 2,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,3770,,67.00,171.5,70.8,2.0,2.8,29.5,,3.1,,,2.0,,,,,0.0,,,,,,65.0,,,,21.1,,,,,,,,34.8
648,Hybrid Maize Trial (White),M0905DL,1,LW0506-14,MALI,DALABANI,,-9.45,10.47,,2009,1713,,59.53,,,,2.3,,,1.1,,,1.0,,,,,,,,,,,58.1,,,,20.0,,,,,,,,10.9
649,Hybrid Maize Trial (White),M0905DL,2,LW0618-42,MALI,DALABANI,,-9.45,10.47,,2009,4263,,58.30,,,,2.0,,,1.2,,,2.0,,,,,,,,,,,56.9,,,,18.6,,,,,,,,14.5
650,Hybrid Maize Trial (White),M0905DL,3,LW0711-11,MALI,DALABANI,,-9.45,10.47,,2009,2122,,58.43,,,,2.3,,,2.9,,,1.3,,,,,0.7,,,,,,57.4,,,,17.8,,,,,,,,17.6
651,Hybrid Maize Trial (White),M0905DL,4,LW0711-15,MALI,DALABANI,,-9.45,10.47,,2009,1168,,62.01,,,,3.3,,,2.8,,,1.3,,,,,0.7,,,,,,59.4,,,,17.0,,,,,,,,6.0
652,Hybrid Maize Trial (White),M0905DL,5,LW0711-28,MALI,DALABANI,,-9.45,10.47,,2009,2004,,56.47,,,,3.0,,,3.2,,,1.0,,,,,1.3,,,,,,54.9,,,,17.6,,,,,,,,16.1
653,Hybrid Maize Trial (White),M0905DL,6,LW0805-8,MALI,DALABANI,,-9.45,10.47,,2009,1165,,58.91,,,,2.0,,,0.8,,,1.3,,,,,0.0,,,,,,58.0,,,,19.0,,,,,,,,2.4
654,Hybrid Maize Trial (White),M0905DL,7,LW0805-13,MALI,DALABANI,,-9.45,10.47,,2009,2180,,59.53,,,,2.3,,,1.8,,,1.3,,,,,,,,,,,57.8,,,,16.1,,,,,,,,16.2
655,Hybrid Maize Trial (White),M0905DL,8,LW0805-16,MALI,DALABANI,,-9.45,10.47,,2009,2258,,59.67,,,,2.3,,,3.2,,,1.7,,,,,1.3,,,,,,58.1,,,,18.6,,,,,,,,13.7
656,Hybrid Maize Trial (White),M0905DL,9,LW0805-17,MALI,DALABANI,,-9.45,10.47,,2009,2933,,56.70,,,,2.3,,,3.1,,,1.7,,,,,0.7,,,,,,54.7,,,,16.4,,,,,,,,16.8
657,Hybrid Maize Trial (White),M0905DL,10,Oba Super I,MALI,DALABANI,,-9.45,10.47,,2009,2288,,59.99,,,,2.7,,,2.5,,,1.0,,,,,0.3,,,,,,58.2,,,,19.5,,,,,,,,12.3
658,Hybrid Maize Trial (White),M0905DL,11,Oba 98,MALI,DALABANI,,-9.45,10.47,,2009,2052,,58.66,,,,2.7,,,3.5,,,1.7,,,,,1.3,,,,,,56.6,,,,17.3,,,,,,,,17.3
659,Hybrid Maize Trial (White),M0905DL,12,Check,MALI,DALABANI,,-9.45,10.47,,2009,1774,,57.80,,,,2.3,,,3.5,,,2.0,,,,,1.0,,,,,,56.2,,,,19.5,,,,,,,,14.1
660,Hybrid Maize Trial (White),M0905FK,1,LW0506-14,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,4913,,63.47,,,1.3,1.3,10.0,,1.3,,,1.0,,,,,,,,,,,62.1,,,,,,,,,,,,10.0
661,Hybrid Maize Trial (White),M0905FK,2,LW0618-42,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,3430,,61.86,,,1.6,1.3,11.7,,1.3,,,1.0,,,,,,,,,,,60.3,,,,,,,,,,,,12.7
662,Hybrid Maize Trial (White),M0905FK,3,LW0711-11,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,6077,,60.38,,,1.7,1.0,17.7,,1.7,,,1.0,,,,,,,,,,,58.6,,,,,,,,,,,,18.3
663,Hybrid Maize Trial (White),M0905FK,4,LW0711-15,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,1487,,63.34,,,1.6,2.7,7.0,,3.7,,,1.7,,,,,,,,,,,61.9,,,,,,,,,,,,7.0
664,Hybrid Maize Trial (White),M0905FK,5,LW0711-28,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,6983,,59.53,,,2.0,1.0,18.0,,1.0,,,1.0,,,,,,,,,,,57.6,,,,,,,,,,,,18.7
665,Hybrid Maize Trial (White),M0905FK,6,LW0805-8,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,777,,61.95,,,-0.4,2.0,2.7,,1.7,,,1.3,,,,,0.0,,,,,,62.4,,,,,,,,,,,,6.3
666,Hybrid Maize Trial (White),M0905FK,7,LW0805-13,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,8210,,62.14,,,2.0,1.0,20.0,,1.3,,,2.0,,,,,,,,,,,60.1,,,,,,,,,,,,20.3
667,Hybrid Maize Trial (White),M0905FK,8,LW0805-16,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,3557,,62.01,,,1.6,1.3,10.7,,1.3,,,1.0,,,,,,,,,,,60.5,,,,,,,,,,,,11.3
668,Hybrid Maize Trial (White),M0905FK,9,LW0805-17,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,7500,,60.47,,,2.0,1.0,18.7,,1.3,,,1.0,,,,,,,,,,,58.4,,,,,,,,,,,,18.7
669,Hybrid Maize Trial (White),M0905FK,10,Oba Super I,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,2973,,63.99,,,2.1,2.0,13.0,,2.7,,,1.0,,,,,,,,,,,61.8,,,,,,,,,,,,14.7
670,Hybrid Maize Trial (White),M0905FK,11,Oba 98,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,3683,,61.33,,,2.1,2.3,13.0,,2.3,,,1.7,,,,,0.3,,,,,,59.1,,,,,,,,,,,,16.0
671,Hybrid Maize Trial (White),M0905FK,12,Check,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,4330,,59.53,,,2.0,1.7,15.3,,2.0,,,2.0,,,,,,,,,,,57.6,,,,,,,,,,,,16.3
672,Hybrid Maize Trial (White),M0905ST,1,LW0506-14,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,4062,,,,,,1.7,,,2.7,,,1.7,,,,,,,,,,,,,,,16.7,,,,,,,,
673,Hybrid Maize Trial (White),M0905ST,2,LW0618-42,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,2943,,,,,,3.0,,,3.4,,,2.3,,,,,,,,,,,,,,,15.9,,,,,,,,
674,Hybrid Maize Trial (White),M0905ST,3,LW0711-11,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,2752,,,,,,2.3,,,2.9,,,2.3,,,,,,,,,,,,,,,15.3,,,,,,,,
675,Hybrid Maize Trial (White),M0905ST,4,LW0711-15,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,1641,,,,,,3.0,,,2.9,,,2.7,,,,,,,,,,,,,,,14.9,,,,,,,,
676,Hybrid Maize Trial (White),M0905ST,5,LW0711-28,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,1611,,,,,,2.3,,,3.0,,,2.0,,,,,,,,,,,,,,,15.6,,,,,,,,
677,Hybrid Maize Trial (White),M0905ST,6,LW0805-8,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,1044,,,,,,2.7,,,3.1,,,2.3,,,,,,,,,,,,,,,15.9,,,,,,,,
678,Hybrid Maize Trial (White),M0905ST,7,LW0805-13,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,3212,,,,,,2.0,,,3.3,,,2.0,,,,,,,,,,,,,,,15.6,,,,,,,,
679,Hybrid Maize Trial (White),M0905ST,8,LW0805-16,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,1858,,,,,,3.0,,,3.2,,,2.3,,,,,,,,,,,,,,,17.7,,,,,,,,
680,Hybrid Maize Trial (White),M0905ST,9,LW0805-17,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,3307,,,,,,2.3,,,2.6,,,2.0,,,,,,,,,,,,,,,17.3,,,,,,,,
681,Hybrid Maize Trial (White),M0905ST,10,Oba Super I,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,2572,,,,,,2.7,,,2.5,,,2.3,,,,,,,,,,,,,,,16.5,,,,,,,,
682,Hybrid Maize Trial (White),M0905ST,11,Oba 98,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,3685,,,,,,2.3,,,2.8,,,2.0,,,,,,,,,,,,,,,15.8,,,,,,,,
683,Hybrid Maize Trial (White),M0905ST,12,Check,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,1398,,,,,,3.3,,,2.7,,,2.3,,,,,,,,,,,,,,,16.2,,,,,,,,
684,Hybrid Maize Trial (Yellow),M0906DL,1,LY0704-8,MALI,DALABANI,,-9.45,10.47,,2009,2550,,59.33,,,2.0,,13.7,,3.7,,,,,,,,1.3,,,,,,57.3,,,,17.7,,,,,,,,16.3
685,Hybrid Maize Trial (Yellow),M0906DL,2,LY0614-7,MALI,DALABANI,,-9.45,10.47,,2009,2180,,61.33,,,2.0,,15.7,,3.7,,,,,,,,1.3,,,,,,59.3,,,,18.2,,,,,,,,16.3
686,Hybrid Maize Trial (Yellow),M0906DL,3,LY0614-8,MALI,DALABANI,,-9.45,10.47,,2009,2433,,61.33,,,1.3,,16.0,,3.7,,,,,,,,2.3,,,,,,60.0,,,,20.2,,,,,,,,17.0
687,Hybrid Maize Trial (Yellow),M0906DL,4,LY0614-11,MALI,DALABANI,,-9.45,10.47,,2009,1980,,61.33,,,2.0,,15.0,,3.0,,,,,,,,1.3,,,,,,59.3,,,,18.8,,,,,,,,15.0
688,Hybrid Maize Trial (Yellow),M0906DL,5,LY0803-6,MALI,DALABANI,,-9.45,10.47,,2009,3943,,59.00,,,1.3,,18.0,,3.0,,,,,,,,1.7,,,,,,57.7,,,,21.4,,,,,,,,18.7
689,Hybrid Maize Trial (Yellow),M0906DL,6,LY0803-8,MALI,DALABANI,,-9.45,10.47,,2009,2233,,60.67,,,1.7,,16.7,,3.0,,,,,,,,0.7,,,,,,59.0,,,,17.9,,,,,,,,17.3
690,Hybrid Maize Trial (Yellow),M0906DL,7,LY0803-11,MALI,DALABANI,,-9.45,10.47,,2009,2067,,59.33,,,1.3,,16.0,,3.0,,,,,,,,1.3,,,,,,58.0,,,,20.1,,,,,,,,16.0
691,Hybrid Maize Trial (Yellow),M0906DL,8,LY0803-16,MALI,DALABANI,,-9.45,10.47,,2009,1260,,58.67,,,2.0,,14.7,,4.3,,,,,,,,3.3,,,,,,56.7,,,,17.6,,,,,,,,16.0
692,Hybrid Maize Trial (Yellow),M0906DL,9,Oba Super-II,MALI,DALABANI,,-9.45,10.47,,2009,2017,,59.67,,,1.7,,15.7,,3.0,,,,,,,,0.3,,,,,,58.0,,,,17.4,,,,,,,,18.7
693,Hybrid Maize Trial (Yellow),M0906DL,10,Check,MALI,DALABANI,,-9.45,10.47,,2009,1500,,60.33,,,2.0,,17.3,,4.3,,,,,,,,2.0,,,,,,58.3,,,,17.8,,,,,,,,18.7
694,Hybrid Maize Trial (Yellow),M0906FK,1,LY0704-8,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,6400,,60.00,,,2.0,1.3,18.7,,2.0,,,1.0,,,,,,,,,,,58.0,,,,,,,,,,,,19.7
695,Hybrid Maize Trial (Yellow),M0906FK,2,LY0614-7,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,5883,,62.67,,,2.0,1.3,17.7,,1.7,,,1.0,,,,,,,,,,,60.7,,,,,,,,,,,,19.7
696,Hybrid Maize Trial (Yellow),M0906FK,3,LY0614-8,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,6073,,61.33,,,1.7,1.7,17.3,,1.0,,,1.3,,,,,,,,,,,59.7,,,,,,,,,,,,19.0
697,Hybrid Maize Trial (Yellow),M0906FK,4,LY0614-11,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,6723,,62.00,,,2.0,1.0,17.0,,1.7,,,1.0,,,,,,,,,,,60.0,,,,,,,,,,,,18.3
698,Hybrid Maize Trial (Yellow),M0906FK,5,LY0803-6,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,6207,,62.00,,,2.7,1.7,16.3,,2.7,,,2.3,,,,,,,,,,,59.3,,,,,,,,,,,,18.7
699,Hybrid Maize Trial (Yellow),M0906FK,6,LY0803-8,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,6207,,61.33,,,2.0,1.0,17.7,,1.7,,,1.7,,,,,,,,,,,59.3,,,,,,,,,,,,19.0
700,Hybrid Maize Trial (Yellow),M0906FK,7,LY0803-11,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,6467,,60.67,,,2.0,1.0,16.7,,1.7,,,1.7,,,,,,,,,,,58.7,,,,,,,,,,,,18.7
701,Hybrid Maize Trial (Yellow),M0906FK,8,LY0803-16,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,5883,,62.00,,,2.0,2.0,16.3,,1.7,,,1.0,,,,,0.3,,,,,,60.0,,,,,,,,,,,,17.7
702,Hybrid Maize Trial (Yellow),M0906FK,9,Oba Super-II,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,7110,,61.33,,,2.0,1.0,19.3,,2.0,,,1.3,,,,,,,,,,,59.3,,,,,,,,,,,,20.0
703,Hybrid Maize Trial (Yellow),M0906FK,10,Check,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2009,6400,,61.33,,,2.0,2.0,17.0,,2.0,,,1.0,,,,,0.7,,,,,,59.3,,,,,,,,,,,,18.7
704,Hybrid Maize Trial (Yellow),M0906ST,1,LY0704-8,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,4213,,62.33,,,1.0,1.3,,,1.3,,,1.0,,,,,,,,,,,61.3,,,,11.9,,,,,,,,19.0
705,Hybrid Maize Trial (Yellow),M0906ST,2,LY0614-7,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,2870,,63.33,,,2.0,1.7,,,1.7,,,1.0,,,,,,,,,,,61.3,,,,14.4,,,,,,,,17.7
706,Hybrid Maize Trial (Yellow),M0906ST,3,LY0614-8,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,2583,,64.00,,,1.3,2.7,,,3.0,,,1.7,,,,,,,,,,,62.7,,,,15.0,,,,,,,,15.0
707,Hybrid Maize Trial (Yellow),M0906ST,4,LY0614-11,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,2543,,63.67,,,2.0,2.7,,,3.0,,,2.3,,,,,,,,,,,61.7,,,,14.3,,,,,,,,15.3
708,Hybrid Maize Trial (Yellow),M0906ST,5,LY0803-6,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,4553,,62.67,,,1.3,1.0,,,1.3,,,1.3,,,,,,,,,,,61.3,,,,14.6,,,,,,,,21.7
709,Hybrid Maize Trial (Yellow),M0906ST,6,LY0803-8,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,2820,,64.00,,,1.7,2.0,,,2.0,,,1.3,,,,,,,,,,,62.3,,,,13.7,,,,,,,,21.3
710,Hybrid Maize Trial (Yellow),M0906ST,7,LY0803-11,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,4640,,62.67,,,1.7,1.3,,,2.0,,,1.0,,,,,,,,,,,61.0,,,,15.3,,,,,,,,23.7
711,Hybrid Maize Trial (Yellow),M0906ST,8,LY0803-16,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,2683,,62.67,,,1.3,2.3,,,2.3,,,1.7,,,,,,,,,,,61.3,,,,11.8,,,,,,,,20.7
712,Hybrid Maize Trial (Yellow),M0906ST,9,Oba Super-II,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,3853,,63.00,,,1.7,1.7,,,1.7,,,1.3,,,,,,,,,,,61.3,,,,14.2,,,,,,,,23.0
713,Hybrid Maize Trial (Yellow),M0906ST,10,Check,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,2083,,64.00,,,2.0,3.0,,,3.3,,,2.7,,,,,,,,,,,62.0,,,,14.2,,,,,,,,20.3
714,Mid-Altitude Hybrid Maize And Variety Trial,M0907ST,1,MH0506-5,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,3863,,,,,,2.3,19.1,,3.3,,,3.3,1.0,,0.5,,,,,,,,,,,,,,,,,,,,18.6
715,Mid-Altitude Hybrid Maize And Variety Trial,M0907ST,2,MH0703-3,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,1557,,,,,,2.0,6.7,,3.0,,,4.3,2.3,,0.0,,,,,,,,,,,,,,,,,,,,6.8
716,Mid-Altitude Hybrid Maize And Variety Trial,M0907ST,3,MH0703-8,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,3830,,,,,,1.7,14.6,,2.3,,,2.7,0.0,,1.2,,,,,,,,,,,,,,,,,,,,15.0
717,Mid-Altitude Hybrid Maize And Variety Trial,M0907ST,4,MH0703-10,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,4440,,,,,,2.7,14.0,,2.7,,,3.3,0.0,,0.4,,,,,,,,,,,,,,,,,,,,14.2
718,Mid-Altitude Hybrid Maize And Variety Trial,M0907ST,5,MH0703-11,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,1917,,,,,,1.9,11.1,,3.0,,,3.0,1.0,,-0.9,,,,,,,,,,,,,,,,,,,,11.0
719,Mid-Altitude Hybrid Maize And Variety Trial,M0907ST,6,MH805-3,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,3593,,,,,,2.3,12.8,,2.3,,,3.3,0.3,,1.8,,,,,,,,,,,,,,,,,,,,13.6
720,Mid-Altitude Hybrid Maize And Variety Trial,M0907ST,7,MH805-6,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,3087,,,,,,2.5,12.5,,3.0,,,3.0,3.3,,1.3,,,,,,,,,,,,,,,,,,,,12.9
721,Mid-Altitude Hybrid Maize And Variety Trial,M0907ST,8,MH805-8,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,3110,,,,,,2.8,13.9,,2.7,,,2.7,0.7,,0.9,,,,,,,,,,,,,,,,,,,,13.7
722,Mid-Altitude Hybrid Maize And Variety Trial,M0907ST,9,MV0501-7,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,2390,,,,,,2.2,11.9,,2.7,,,3.0,3.0,,-0.3,,,,,,,,,,,,,,,,,,,,12.4
723,Mid-Altitude Hybrid Maize And Variety Trial,M0907ST,10,MV0501-9,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,1917,,,,,,2.7,14.0,,3.3,,,3.3,3.0,,2.3,,,,,,,,,,,,,,,,,,,,14.2
724,Mid-Altitude Hybrid Maize And Variety Trial,M0907ST,11,8535-23,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,3103,,,,,,2.0,14.3,,2.7,,,3.0,1.3,,4.0,,,,,,,,,,,,,,,,,,,,13.8
725,Mid-Altitude Hybrid Maize And Variety Trial,M0907ST,12,Check,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2009,3570,,,,,,2.4,14.6,,2.7,,,3.3,1.7,,1.9,,,,,,,,,,,,,,,,,,,,14.7
726,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,1,TZBR Eld.-3 C5,MALI,DALABANI,,-9.45,10.47,,2009,2308,,60.75,,,-0.5,2.0,21.0,,1.8,,,1.5,,,,,,,,,,,61.3,,,,22.8,,,,,,,,20.5
727,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,2,TZBR Eld.-4-W C1,MALI,DALABANI,,-9.45,10.47,,2009,2208,,63.00,,,0.0,2.8,30.5,,3.0,,,1.0,,,,,,,,,,,63.0,,,,24.0,,,,,,,,32.8
728,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,3,TZBR Eld.-4-Y C1,MALI,DALABANI,,-9.45,10.47,,2009,2900,,61.00,,,0.3,2.3,28.3,,2.8,,,1.0,,,,,0.5,,,,,,60.8,,,,21.6,,,,,,,,28.3
729,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,4,BR 9922-DMRSR,MALI,DALABANI,,-9.45,10.47,,2009,623,,62.50,,,-0.3,2.8,3.5,,2.3,,,2.0,,,,,0.3,,,,,,62.8,,,,29.3,,,,,,,,3.5
730,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,5,BR 9928-DMRSR,MALI,DALABANI,,-9.45,10.47,,2009,2003,,63.50,,,-0.3,2.5,27.8,,2.3,,,1.0,,,,,0.3,,,,,,63.8,,,,26.6,,,,,,,,27.8
731,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,6,BR 9943-DMRSR,MALI,DALABANI,,-9.45,10.47,,2009,540,,61.25,,,-0.8,2.8,2.5,,1.5,,,1.5,,,,,,,,,,,62.0,,,,20.8,,,,,,,,2.5
732,Late/Intermediate Stem Borer Resistant/Tolerant Variety Trial,M09016DL,7,BR TZL Comp 4 DMRSR,MALI,DALABANI,,-9.45,10.47,,2009,2100,,61.25,,,0.0,2.3,25.0,,2.0,,,1.5,,,,,0.3,,,,,,61.3,,,,20.9,,,,,,,,25.8
